smiles,zinc_id,minimal_disttoref,consensus_sars,tox_counts,ct_tox
CSC(=S)N(C)/N=C/c1ccccn1,ZINC000001729144,0.655172,0.765704,6,0.050375
C[C@H](NC(=O)c1c(O)cnc2ccc(Cl)cc12)c1ccc(Cl)cc1,ZINC001558994828,0.626866,0.765704,19,0.063184
Cc1ccc([C@@H](NC(=O)c2cnc(Cl)c3ccccc23)c2ccccn2)cc1,ZINC000791956687,0.628571,0.765704,14,0.108790
COc1cc([C@H](C)NC(=O)c2cc(O)nc3ccccc23)ccc1OCc1ccncc1,ZINC000502708131,0.523077,0.765702,10,0.069471
S=C(Nc1c(Cl)cc(Cl)cc1Cl)Nc1cc(Br)cc2ncccc12,ZINC001196882549,0.637931,0.765700,6,0.307088
CCn1c(/C=C/N(C)c2ccccc2)[n+](CC)c2ccc(Cl)cc21,ZINC000013125121,0.769231,0.765697,42,0.051305
O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ccc(Cl)c(Cl)c1,ZINC000016311587,0.600000,0.765695,3,0.066893
CSCCNC(=S)NN=C1CCOc2cc(Br)ccc21,ZINC000774588208,0.716418,0.765694,2,0.050992
S=C(Nc1cccc(Br)c1)Nc1nccc2ccccc12,ZINC001196973418,0.634615,0.765691,2,0.072536
CCc1ccc(CC(Cc2ccc(Cl)cc2)=NNC(=S)N(C)C)nc1,ZINC000807973265,0.732143,0.765689,21,0.050872
S=C(NCc1ccccc1)NN=Cc1ccc(Cl)cc1-n1cncn1,ZINC000814714344,0.507692,0.765688,6,0.097612
CN(C)C(=S)NN=Cc1cc(Cl)cc2cccnc12,ZINC000763175828,0.671875,0.765680,11,0.053003
C[C@H](Oc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)cc1)c1ccc(Br)nc1,ZINC001227593188,0.740260,0.765673,4,0.055667
Cc1ccc(NC(=S)Nc2cnn3ccccc23)c(Cl)c1,ZINC001200327327,0.637931,0.765671,2,0.056215
S=C(NCCc1ccccn1)NNC(=S)Nc1cccc(Br)c1,ZINC000726123022,0.576923,0.765670,6,0.050309
CCCC(=O)N[C@@H](NC(=S)Nc1cccc2ccccc12)C(Cl)(Cl)Cl,ZINC000002688094,0.559322,0.765669,5,0.051129
COc1ccc2cc(C(C)=NNC(=S)Nc3cccnc3)ccc2c1,ZINC000916299121,0.431034,0.765669,16,0.060958
C=CCNC(=S)N[C@H](c1ccccc1)c1cccc(Br)c1,ZINC001200302655,0.711864,0.765669,2,0.050311
Fc1ccc(NC(=S)Nc2ccnc3cc(Cl)ccc23)cc1Cl,ZINC001200580963,0.607143,0.765665,5,0.091229
NCCNC(=S)N(Cc1ccc2ccccc2c1)Cc1ccc2ccccc2c1,ZINC001239445590,0.680000,0.765663,6,0.051034
C=CCNC(=S)N(Cc1ccccc1)Cc1ccccc1Cl,ZINC000003043540,0.666667,0.765661,5,0.050759
CCn1nc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)c(=O)c2cc3c(cc21)OCO3,ZINC001153670501,0.682927,0.765657,7,0.051792
CCc1cccc2c1OCCC2=NNC(=S)Nc1ccccn1,ZINC000794920961,0.627119,0.765655,5,0.051185
C#Cc1cccc(NC(=S)NNC(=S)N[C@H](C)c2cccs2)c1,ZINC000727288870,0.696970,0.765654,3,0.051388
CCn1nc(C=NNC(=S)Nc2ccc(OC)cc2)c2ccccc21,ZINC000769763348,0.580645,0.765653,6,0.059994
FC(F)(F)CCCCNC(=S)Nn1cnc2ccccc21,ZINC000794970648,0.690909,0.765645,2,0.050724
CCc1ccc([C@@H](C)NC(=O)c2c(O)cnc3ccc(Cl)cc23)cc1,ZINC001654461120,0.661017,0.765643,15,0.060850
C[C@H](NC(=S)N(C)CC/C=C/c1cccnc1)c1ccccc1,ZINC001245508269,0.700000,0.765632,4,0.050730
S=C(NN=C1CCCc2ccc(Br)cc21)Nc1cccnc1,ZINC000769566346,0.600000,0.765630,10,0.050326
CC[C@@H](NC(=S)NNC(=S)N[C@@H](C)c1ccc(Cl)cc1Cl)c1cccs1,ZINC000734379621,0.655172,0.765630,4,0.051322
O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)c1ccc2[nH]nc(O)c2c1,ZINC001154212907,0.717949,0.765630,17,0.071237
CCn1c(C(C)=NNC(=S)NCc2ccc(F)cc2)nc2ccccc21,ZINC000741458672,0.666667,0.765629,4,0.058021
CC(=NNC(=S)NCc1ccc2c(c1)OCO2)c1nc2ccccc2s1,ZINC000917571940,0.615385,0.765627,2,0.050378
C=CCNC(=S)N1[C@@H]2Cc3ccccc3[C@@]1(C)c1ccccc12,ZINC001200290101,0.765625,0.765622,3,0.050827
FC(F)(F)CNC(=S)NN=Cc1nc2c(s1)CCC2,ZINC000814822485,0.704918,0.765619,2,0.050427
Cc1cccc([C@H](NC(=O)c2cnc(Cl)c3ccccc23)c2ccccn2)c1,ZINC000766858442,0.638889,0.765615,17,0.165159
Cn1c(Cl)cnc1C=NNC(=S)NCc1ccccc1,ZINC000799468301,0.442308,0.765615,3,0.052551
C=CCNC(=S)NN=Cc1c(Sc2nc3ccccc3s2)nc2ccccn2c1=O,ZINC000915923907,0.692308,0.765614,4,0.062611
Cc1ccn2c(=O)cc(COC(=O)c3ccc4c(c3Cl)C(=O)c3ccccc3C4=O)nc2c1,ZINC000036339414,0.671642,0.765609,11,0.064927
S=C(NN=Cc1ccc2ccccc2n1)Nc1cccnc1,ZINC000741456823,0.473684,0.765602,14,0.050391
C[C@H](NC(=S)Nc1cncc2cc(Cl)ccc12)c1ccc(F)cc1,ZINC001249586729,0.703125,0.765601,5,0.064326
O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)c1cnc2cccc(O)c2c1,ZINC001155543627,0.695652,0.765601,22,0.066525
COc1ncc(C(C)=NNC(=S)NCCSC)cc1Cl,ZINC000789033695,0.568966,0.765597,4,0.053763
S=C(N/N=C/c1cccc(Cl)c1)Nc1ccccc1,ZINC000000491651,0.490566,0.765596,5,0.050438
C[C@@H](NC(=S)NNC(=O)c1ccccc1Cl)c1ccccc1,ZINC000044051096,0.520000,0.765596,1,0.057590
N#CCCn1nc(-c2ccc(Br)cc2)cc1/C=N/NC(N)=S,ZINC000002834530,0.596491,0.765596,5,0.073523
S=C(Nc1ccccc1)Nc1cnc2ccc(Cl)cc2c1,ZINC001200828407,0.591837,0.765593,2,0.055453
COC(=O)c1ncc2n1CCC[C@@H]2Oc1ccc(O)c2c1C(=O)C(Cl)=C(Cl)C2=O,ZINC001229377699,0.766234,0.765592,9,0.052496
CC(=NNC(=S)Nc1ccccc1)c1ccc(Cl)cc1,ZINC000252590155,0.531915,0.765590,5,0.050349
C=CCNC(=S)Nc1cnc2ccccc2c1C(F)(F)F,ZINC001200280177,0.693548,0.765589,2,0.060874
C[C@H](Oc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)cc1)c1cccnc1Cl,ZINC001227593095,0.675325,0.765589,7,0.063023
O=C(N[C@@H](c1ccccc1)c1ccc(Cl)cc1)c1nnc2ccccc2c1O,ZINC000731895218,0.578125,0.765587,14,0.058220
CC(C)(C)NC(=S)NN=C1COc2ccc(Br)cc21,ZINC000814750235,0.730159,0.765582,2,0.050799
S=C(Nc1ccccc1)Nc1cccc2cccnc12,ZINC000016241614,0.577778,0.765582,2,0.051216
C#Cc1cccc(NC(=S)NN=C2COc3cc(F)ccc32)c1,ZINC000814831521,0.647059,0.765580,2,0.056497
S=C(Nc1ccc(Cl)cc1Cl)N[C@@H]1COc2ccc(Br)cc21,ZINC001248521841,0.714286,0.765580,0,0.071531
S=C(NCCSc1ccccc1)NNC(=S)NCc1ccccc1,ZINC000007966463,0.529412,0.765579,2,0.050394
O=C(NC1=C(Cl)C(=O)c2ccccc2C1=O)c1ccc2[nH]c(=O)ccc2c1,ZINC001153838186,0.688312,0.765578,7,0.057285
CSC(=S)N/N=C(\C)c1ccccn1,ZINC000005382156,0.666667,0.765573,3,0.050414
FC(F)(F)CNC(=S)NNC(=S)N[C@H]1CCOc2ccccc21,ZINC000741486441,0.714286,0.765573,2,0.050684
O=C(N[C@H](CCO)c1ccccc1)c1ncc2ccccc2c1O,ZINC001630494315,0.681159,0.765572,6,0.070899
C[C@@H](NC(=O)c1cnc(O)c2ccccc12)c1cc(Cl)ccc1Cl,ZINC000530334659,0.627119,0.765570,16,0.423830
CC(C)c1cccc(NC(=S)NNc2ccc3ccccc3n2)c1,ZINC000917570258,0.661765,0.765569,4,0.050818
CNC(=O)CNC(=S)NN=Cc1cc(Cl)cc2cccnc12,ZINC000763176542,0.658228,0.765567,2,0.055775
CC(=O)c1ccc(NC(=S)NN(c2ccccc2)c2ccccc2)cc1,ZINC000016217280,0.512195,0.765565,1,0.050163
C[C@@H](NC(=O)NCC=C(Cl)Cl)c1cccc2ccccc12,ZINC001467328491,0.655738,0.765558,0,0.054169
O=C(CNC(=S)Nc1ccc(Br)cc1)NCC(=O)Nc1ccc2ccccc2c1,ZINC001196650302,0.653846,0.765557,1,0.052453
S=C(NCC1CCC1)NN=Cc1ccc(-n2cnc3ccccc32)cc1,ZINC000727652396,0.636364,0.765549,8,0.083358
CNC(=S)NNc1nnc(NNC(=S)NC)c2ccccc12,ZINC000005566418,0.680851,0.765547,2,0.059015
Cn1cnc2cc(NC(=S)NC(c3ccccc3)c3ccccc3)ccc21,ZINC001244805032,0.527273,0.765545,1,0.113331
S=C(NNC(=S)Nc1ccc2c(c1)CCC2)Nc1ccc(Cl)cc1,ZINC000053515625,0.560976,0.765544,3,0.050652
C=CCNC(=S)NN=Cc1c[nH]nc1-c1ccc(Cl)cc1,ZINC001317712532,0.661290,0.765540,3,0.096472
O=C(N[C@H]1COc2c(Cl)cccc21)c1cc(O)nc2ccccc12,ZINC000675118103,0.656716,0.765539,11,0.078819
Cc1nn(Cc2ccc(Cl)cc2)c(Cl)c1C=NNC(=S)NC[C@H]1CCCO1,ZINC000916311608,0.619718,0.765538,8,0.076416
O=C1c2cccc3cccc(c23)C(=O)N1NC(=S)Nc1ccc(Cl)cc1,ZINC000007623201,0.608696,0.765537,6,0.059526
S=C(NC[C@H]1CCCO1)NN=C(Cc1ccccn1)c1ccc(Cl)cc1,ZINC000745194813,0.590909,0.765536,6,0.053823
Cn1c(Cl)cnc1C=NNC(=S)Nc1ccccc1,ZINC000799468365,0.583333,0.765535,5,0.051159
COc1cnc(Cl)c(C(=O)N[C@@]2(O)C=Cc3ccccc3[C@H]2c2c(O)ccc3ccccc23)c1,ZINC001199266257,0.702381,0.765534,5,0.070773
O=c1c(Br)nn(Cc2ccc(Oc3ccccc3)nn2)c2ccccc12,ZINC000765626149,0.761905,0.765531,2,0.061051
S=C(NNC(=S)Nc1ccc2c(c1)CCC2)Nc1cccc(Cl)c1,ZINC000053515730,0.535714,0.765523,3,0.050807
Fc1ccc(NC(=S)Nc2ccnc3c(Cl)cccc23)cc1Cl,ZINC001200577119,0.620690,0.765519,5,0.127662
O=C1c2cccc3cccc(c23)C(=O)N1N=Cc1cccc(O)c1Cl,ZINC000814725162,0.627451,0.765516,6,0.052277
COc1ccc([C@@H](NC(=O)c2ccc3c(C)cc(O)nc3c2)c2ccccc2Cl)cc1,ZINC000564248223,0.577465,0.765515,18,0.165803
C[C@H](NC(=S)Nc1ccc(Oc2ccc(Cl)nn2)cc1)c1ccccc1,ZINC000733212269,0.666667,0.765513,10,0.050359
COc1ccc2nc(Cl)c(C(=O)N[C@H](C)COc3cccc(C)c3)cc2c1,ZINC000775481088,0.647887,0.765512,14,0.271114
Cc1ccc2c(ccc(/C=C3/C=CN(C)c4ccccc43)[n+]2C)c1,ZINC000004365927,0.779661,0.765510,37,0.070149
C[C@H](NC(=O)c1cc2ccccc2c(Cl)n1)c1ccc(OCc2cccnc2)cc1,ZINC000918610110,0.666667,0.765509,9,0.099996
CC(/C=N\NC(=S)SCc1ccccc1)=N/NC(=N)N,ZINC000104191989,0.580000,0.765507,4,0.051342
CC(/C=N\NC(=S)SCc1ccccc1)=N\NC(=N)N,ZINC000008647794,0.580000,0.765507,4,0.051342
CSCCNC(=S)NN=Cc1ncc(-c2ccccc2)s1,ZINC000811645951,0.606557,0.765506,5,0.050855
C[C@@H](NC(=S)NN=Cc1nc2cc(C(F)(F)F)ccc2n1C)C1CC1,ZINC000760260689,0.656250,0.765505,5,0.091265
CCC(C)(C)NC(=S)N1CCC(C)=C(Br)C1,ZINC000797412132,0.775862,0.765504,2,0.051702
CCOc1ncc(C(=O)N[C@@H](C)c2cccc(OCc3ccccn3)c2)cc1Cl,ZINC000303502845,0.632353,0.765502,6,0.061930
CCn1nc(C=NNC(=S)Nc2ccc(OC)c(F)c2)c2ccccc21,ZINC000769781069,0.643836,0.765499,7,0.054545
CSCCNC(=S)NNC(=S)Nc1cccc(Br)c1,ZINC000752731249,0.592593,0.765499,2,0.050410
O=C(NCc1cc(Cl)c2cccnc2c1O)c1cnc2cccc(O)c2c1,ZINC001155542864,0.558824,0.765498,13,0.075898
Cc1ccc(-c2cc(C(=O)NNC(=S)Nc3cccc(Cl)c3)c3ccccc3n2)cc1,ZINC000016188786,0.507692,0.765497,5,0.551514
S=C(NN=Cc1nccc2ccccc12)Nc1ccccn1,ZINC000767804532,0.568627,0.765493,16,0.056990
CC(=NNC(=S)NCc1ccc(F)cc1)c1nc2c(s1)CCCC2,ZINC000761252602,0.671875,0.765493,4,0.050770
COc1ccccc1NC(=S)NN=Cc1cnc2ccccc2n1,ZINC000744695156,0.626866,0.765493,7,0.051216
S=C(Nc1cccnc1)Nc1cccc2cccc(Cl)c12,ZINC001199906226,0.584906,0.765490,3,0.055859
S=C(NCCc1ccccc1)NNC(=S)Nc1ccc(Cl)cc1Cl,ZINC000016189260,0.551020,0.765485,2,0.050434
S=C(NNc1ccc(Br)cc1)Nc1ccc(Cl)cc1,ZINC000196087580,0.513514,0.765484,2,0.050337
O=C(Cc1csc(-c2c(Cl)cccc2Cl)n1)NNC(=S)NCCc1cccs1,ZINC000021126112,0.647059,0.765484,1,0.168391
S=C(NNc1ccccc1)Nc1ccc2nsnc2c1,ZINC000408988026,0.654545,0.765482,3,0.050208
COc1cccc(NC(=S)NN=Cc2nc(C)n3ccccc23)c1,ZINC000914601252,0.492063,0.765477,6,0.083920
C=CCNC(=S)NNC(=S)Nc1ccc(OC)nc1,ZINC000726895543,0.620000,0.765473,3,0.050260
FC(F)n1ncc2cc(NC(=S)Nc3ccc4ccccc4c3)ccc21,ZINC000746551534,0.666667,0.765472,2,0.101922
C[C@H](Cc1ccccc1C(F)(F)F)N(C)C(=S)Nc1ccc2ccccc2c1,ZINC000806590733,0.687500,0.765469,3,0.050243
O=C1c2cccc3cccc(c23)N1Cc1cccc2nsnc12,ZINC000764524208,0.697368,0.765467,1,0.053593
S=C(Nc1ccccc1)Nc1ccc2cnccc2c1,ZINC001200826689,0.586957,0.765463,2,0.055131
C=CCNC(=S)NN=Cc1cnn(-c2ccccc2)c1,ZINC000725737932,0.627119,0.765462,6,0.071895
Cc1cccc(NC(=S)Nc2cc3cc(Br)cc(F)c3cn2)c1,ZINC001198657472,0.600000,0.765461,4,0.081178
CNC(=S)NN=C1CCSc2ccc(Br)cc21,ZINC000920357913,0.741935,0.765459,2,0.050843
O=C(Cc1n[nH]c2ccc(O)cc12)NC1=C(Cl)C(=O)c2ccccc2C1=O,ZINC001187250850,0.742424,0.765453,13,0.052659
Cn1cc(-c2nn(-c3ccccc3)cc2/C=N/NC(N)=S)c2ccccc21,ZINC000003215420,0.521127,0.765448,7,0.473377
C=CCCCCN(C)C(=S)NC(c1ccccc1)c1ccccc1,ZINC001244788505,0.672727,0.765446,2,0.050357
S=C(Nc1cccnc1)Nc1c(Br)ccc2ccccc12,ZINC001199887445,0.639344,0.765445,2,0.053599
CC(=NNC(=S)NC1CCCCC1)c1c(Cl)nc2sccn12,ZINC000741836519,0.526316,0.765445,19,0.050369
S=C(N[C@H]1CCOc2ccccc21)N[C@@H]1CCc2c(Cl)cccc21,ZINC000741487302,0.746032,0.765445,1,0.053396
S=C(Nc1ccccc1)Nc1cc(Cl)nc2ccc(Br)cc12,ZINC001200827942,0.615385,0.765442,6,0.071580
Cc1nn2c(nc(N3CCCC3)c3ccccc32)c1C=NNC(=S)NCc1ccccc1,ZINC000912784567,0.569231,0.765442,4,0.064937
S=C(NCCc1ccccn1)NN=Cc1cc(Br)c2c(c1)OCCO2,ZINC000726423205,0.597015,0.765441,6,0.050573
S=C(Nc1ccccc1Cl)Nc1cc2cccnc2c2ncccc12,ZINC000409319484,0.618182,0.765436,5,0.149581
C[C@H](NC(=S)NN=Cc1cnn(C)c1)c1ccc(Cl)cc1Cl,ZINC000727061644,0.580645,0.765428,5,0.122178
S=C(Nc1ccc(Cl)c(Cl)c1Cl)Nc1cc2cccnc2c2ncccc12,ZINC001198110440,0.631579,0.765428,4,0.240717
FC(F)(F)c1ccc(CN(C(=S)NC(C2CC2)C2CC2)C2CC2)cc1,ZINC000734757641,0.677966,0.765422,7,0.060113
O=C(N[C@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12)c1cc(Cl)ncn1,ZINC001191462132,0.689189,0.765421,6,0.052652
CCCC[Sn](C/C=C/c1ccccc1)(CCCC)CCCC,ZINC000196030952,0.695652,0.765417,27,0.050205
CN(C(=S)Nc1ccc2nccnc2c1)c1ccc2ccccc2c1,ZINC000107835905,0.684211,0.765417,1,0.059771
CNC(=S)N(C)N=C1CCc2c(Br)cccc21,ZINC000841645827,0.774194,0.765416,2,0.050327
Fc1ccc(NC(=S)Nc2cnc3cc(Cl)ccc3c2)cc1,ZINC001196913467,0.630435,0.765412,4,0.057327
C=CCN(C(=S)Nc1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1)c1ccccc1,ZINC000409331992,0.661017,0.765411,1,0.056204
S=C(Nc1ccccc1)Nc1cnc2cccc(Br)c2c1,ZINC001200828013,0.591837,0.765410,2,0.063446
Fc1ccccc1NC(=S)NNc1cccc2cnccc12,ZINC000728448513,0.714286,0.765409,5,0.069794
S=C(Nc1ccc2c(Br)cncc2c1)Nc1c(Cl)cc(Cl)cc1Cl,ZINC001196883307,0.694915,0.765408,3,0.218419
S=C(NCc1ccccc1)NNC(=S)Nc1ccc2ccccc2c1,ZINC000044053065,0.391304,0.765406,3,0.051477
C=C(C)CNC(=S)N[C@H](Cc1ccc(Cl)cc1)c1ccccn1,ZINC000767920245,0.682540,0.765405,4,0.050705
Cc1ccc(NC(=S)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccccc2)c(Br)c1,ZINC000002109038,0.621212,0.765403,3,0.054190
C[C@H](Oc1ccc2ccccc2c1)C(=O)NNC(=S)N[C@H](C)c1ccccc1,ZINC000008266770,0.683333,0.765402,3,0.067868
C[C@H]1CCC(=NNC(=S)Nc2cccc(Cl)c2)[C@H](n2cncn2)C1,ZINC000794474592,0.630137,0.765399,3,0.055823
Cn1nncc1C=NNC(=S)Nc1cccc(Cl)c1,ZINC000751129315,0.587302,0.765397,4,0.050986
C#Cc1cccc(NC(=S)NNC(=S)Nc2cccc(Br)c2)c1,ZINC000726448866,0.622642,0.765394,2,0.062861
C[C@@H]1CCCC[C@H]1NC(=S)NN=Cc1cn(CCC#N)c2ccccc12,ZINC000916276284,0.680556,0.765393,3,0.076180
S=C(Nc1ccccc1Br)Nc1ccc(Br)c2cnccc12,ZINC001197793495,0.648148,0.765391,3,0.071159
S=C(Nc1ccc2c(Br)cncc2c1)Nc1c(Cl)cccc1Cl,ZINC001246208167,0.693548,0.765391,3,0.278896
Nc1cnnc(NNC(=S)Nc2ccc3ccccc3c2)c1Cl,ZINC001340495657,0.684211,0.765391,3,0.051241
C[C@@H](NC(=S)NNc1cccc(Br)c1)c1ccccc1,ZINC000044070701,0.654545,0.765390,2,0.050481
C[C@H](NC(=S)Nc1cnc2ccc(Br)cc2c1)c1ccc(F)cc1,ZINC001249587862,0.695652,0.765387,4,0.058270
C[C@@H](Cc1ccccc1)NC(=S)NC[C@@H]1CC1(Cl)Cl,ZINC000786065316,0.721311,0.765387,2,0.050193
CNC(=S)Nc1ccc(Nc2ccc3ccccc3c2)nc1,ZINC000223865751,0.627451,0.765385,2,0.058382
C[C@H](Cc1ccccc1)NC(=S)NN(C)c1ccccc1,ZINC000786059588,0.613636,0.765383,2,0.050171
C=CCNC(=S)N(C)[C@H](c1ccc(Cl)cc1)c1ccc(Br)cc1,ZINC000751918119,0.673469,0.765382,3,0.050608
S=C(Nc1cccc(Cl)c1Cl)N[C@@H]1COc2ccc(Br)cc21,ZINC001201022288,0.692308,0.765378,0,0.073980
CC(COc1ccc2cc(Br)ccc2c1)=NNC(=S)N(C)C,ZINC000743442374,0.661290,0.765376,4,0.070029
FC(F)(F)CCCCNC(=S)Nc1cnc2ccccc2c1,ZINC000794969759,0.648148,0.765374,2,0.051058
S=C(NCCSc1ccccc1)NNC(=S)Nc1ccccc1Cl,ZINC000018139238,0.571429,0.765366,2,0.050450
CCCCCCCCCCCCCCCC(=O)N[C@H](NC(=S)Nn1cnnc1)C(Cl)(Cl)Cl,ZINC000100703506,0.673077,0.765357,6,0.050511
CC(=NNC(=S)Nc1cccc(Br)c1)c1c(C)nc2sccn12,ZINC001317726162,0.662162,0.765354,4,0.050654
O=C(Oc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1)c1cccc2ccccc12,ZINC000002553330,0.606061,0.765349,3,0.052568
S=C(Nc1ccc2nccc(Br)c2c1)Nc1ccccc1Br,ZINC001197748399,0.580000,0.765349,3,0.054519
CNC(=O)c1ccc(C=NNC(=S)Nc2ccccn2)cc1,ZINC000767806473,0.557377,0.765344,3,0.050786
CCN(Cc1ccc(C(F)(F)F)cc1)C(=S)Nc1ccc2ccccc2c1,ZINC000745688001,0.661290,0.765344,7,0.057885
CC(C)NC(=S)NN=Cc1ccc2c(c1)ncn2C,ZINC001116397982,0.481481,0.765344,4,0.052366
CCOc1cc(C(=O)N[C@]2(O)C=Cc3ccccc3[C@H]2c2c(O)ccc3ccccc23)c(Cl)cn1,ZINC001185541364,0.687500,0.765343,14,0.058898
FC(F)(F)c1ccc(NC(=S)Nc2cncc3ccccc23)cc1,ZINC001196152979,0.649123,0.765339,4,0.071147
C#Cc1cccc(NC(=S)NN=Cc2c(Cl)cnn2C)c1,ZINC000780215767,0.611940,0.765336,2,0.055077
C[C@@H](Oc1cc(O)ccc1C(=O)/C=C/c1ccc(O)c(O)c1)c1cccnc1Cl,ZINC001229586022,0.717949,0.765332,16,0.051770
Cn1cc2c(n1)CCCC2=NNC(=S)Nc1cccc(Cl)c1,ZINC000794474613,0.666667,0.765331,4,0.054512
S=C(Nc1cccc(Br)n1)NC(c1ccccc1)c1ccccc1,ZINC001244782775,0.680000,0.765329,3,0.051907
S=C(Nc1cccnc1)Nc1nccc2cnccc12,ZINC001199888871,0.627119,0.765328,6,0.055640
C[C@H](CNC(=S)N[C@@H]1CCOc2ccccc21)Sc1ccc(Br)cc1,ZINC000741493646,0.728571,0.765321,2,0.050348
C=C(C)CNC(=S)NNC(=S)Nc1cccnc1,ZINC000016266671,0.603448,0.765320,3,0.050220
O=C(NCc1cc(Cl)c2cccnc2c1O)c1cnc2cc(O)ccc2c1,ZINC001155168326,0.569231,0.765318,14,0.058775
CSCCNC(=S)NN=Cc1ccc(SC(F)F)cc1,ZINC000781596535,0.620690,0.765318,2,0.050371
Fc1ccc(NC(=S)Nc2cncc3cc(Cl)ccc23)cc1Cl,ZINC001200579546,0.655172,0.765316,5,0.080311
C[C@@H]1CCC[C@@H](NC(=S)NNC(=S)Nc2ccc(Cl)nc2)[C@@H]1C,ZINC000727068565,0.666667,0.765316,4,0.050416
S=C(Nc1ccc2cc(Br)cnc2c1)Nc1c(Cl)cc(Cl)cc1Cl,ZINC001196855595,0.672414,0.765315,4,0.177584
COc1cc2c(c(O[C@H]3CCc4c(Cl)ccnc43)c1)C(=O)/C(=C/c1ccc(O)cc1)CO2,ZINC001234176801,0.743902,0.765311,14,0.052543
Cn1cnc2cccc(NC(=S)NC(c3ccccc3)c3ccccc3)c21,ZINC001244811201,0.677966,0.765309,2,0.077813
CC(=NNC(=S)NC(C)C)c1c(Cl)nc2ccccn12,ZINC001323055004,0.677966,0.765307,11,0.050511
COc1cccc(NC(=S)NN=Cc2ccc3cnccc3c2)c1,ZINC000782134908,0.283019,0.765301,16,0.081868
Fc1cccc(NC(=S)Nc2c(Cl)ncc3ccccc23)c1,ZINC001197609720,0.693548,0.765301,5,0.072091
S=C(NNc1cnnc2ccccc12)NC(C1CC1)C1CC1,ZINC000734760421,0.758621,0.765299,3,0.053098
C[C@@H](NC(=S)Nc1cccc2c(Cl)ncc(F)c12)c1ccccc1,ZINC001245531204,0.682540,0.765296,7,0.056295
Cc1ccc2nnc(C(=O)NC3=C(Cl)C(=O)c4ccccc4C3=O)n2c1,ZINC001156039077,0.725806,0.765296,16,0.052547
C[C@H](NC(=S)NN=Cc1nccn1CC(F)(F)F)c1ccc(Cl)cc1Cl,ZINC000727684603,0.691176,0.765293,8,0.096346
O=C1C(Cl)=C(NC(=O)c2cnn3c2OCC3)C(=O)c2ccccc21,ZINC001156189803,0.734375,0.765279,10,0.051973
O=C1c2ccccc2C(=O)c2c(O[C@@H]3COCc4cc(Br)cnc43)ccc(O)c21,ZINC001228210126,0.772152,0.765279,12,0.057530
CNC(=S)NN=C(C)c1cc2n(n1)CCC2,ZINC000841602597,0.625000,0.765279,2,0.050572
C=CCNC(=S)NN=C(C)c1nc2ccccc2s1,ZINC000917566523,0.650000,0.765274,4,0.050267
S=C(Nc1ccccc1Br)Nc1ccc(Br)c2ccccc12,ZINC001197784503,0.673913,0.765272,4,0.052258
CC(=NNC(=S)NC1CC1)c1ccc2c(c1)Nc1ccccc1S2,ZINC000916282387,0.481481,0.765269,2,0.051071
CNC(=S)NN=C1COc2ccc(Br)cc21,ZINC000814692384,0.716667,0.765269,1,0.050905
S=C(Nc1ccccc1)Nc1ccnc2cc(Br)ccc12,ZINC001200827784,0.600000,0.765268,2,0.075311
O=C(N[C@@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12)C1=Cc2cccn2C1=O,ZINC001177827837,0.712329,0.765264,1,0.051614
COc1ccc(CCNC(=S)NNC(=O)c2ccc(COc3ccc(Cl)cc3)cc2)cc1,ZINC000016270710,0.575758,0.765263,2,0.051547
S=C(Nc1cccc(Br)c1)Nc1cncc2ccccc12,ZINC000758264861,0.653846,0.765258,2,0.097269
O=C(N[C@]1(O)C=Cc2ccccc2[C@H]1c1c(O)ccc2ccccc12)c1cnn2ccc(Cl)nc12,ZINC001154784089,0.700000,0.765257,2,0.053907
S=C(Nc1ccc(Cl)cc1Cl)Nc1nccc2cc(Br)ccc12,ZINC001248461559,0.620690,0.765257,3,0.129957
O=C(NC(=S)Nc1ccc2cc3ccccc3cc2c1)c1ccccc1,ZINC001195415645,0.549020,0.765256,2,0.057408
Cn1ncc2cccc(NC(=S)NC(c3ccccc3)c3ccccc3)c21,ZINC001244808888,0.700000,0.765255,2,0.086563
CNC(=S)N(C)N=C(C)c1c(Cl)nc2ccccn12,ZINC000841647808,0.771930,0.765255,4,0.050416
S=C(NCCc1ccccn1)NC[C@H]1CC1(Cl)Cl,ZINC000726125766,0.588235,0.765254,2,0.050430
O=c1c2sccc2ccn1Cc1cccc2nsnc12,ZINC000774846688,0.709677,0.765250,1,0.060591
O=c1cccc(Cl)n1Cc1cccc2cccnc12,ZINC000122713473,0.703125,0.765250,2,0.199322
