smiles,zinc_id,minimal_disttoref,consensus_sars,tox_counts,ct_tox
CC[Sn+2]CC.O=C([O-])CC(=O)[O-],ZINC000195999852,0.782609,0.742897,4,0.050169
CC[Sn+2]CC.O=S(=O)([O-])[O-],ZINC000196000176,0.795455,0.742897,4,0.050169
CC[Sn+2]CC.Nc1ccn([C@H]2O[C@@H](CO)[C@@H]([O-])[C@H]2[O-])c(=O)n1,ZINC000195996712,0.776471,0.742897,4,0.060359
CC[Sn+2]CC.CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@@H]([O-])[C@@H]1[O-],ZINC000263600423,0.762712,0.742897,4,0.050327
CC[Sn+2]CC.N=c1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2[O-])c([O-])n1,ZINC000263603897,0.833333,0.742897,4,0.051570
CC[Sn+2]CC.[O-][C@H]1[C@H]([O-])[C@@H](O)[C@@H](CO)O[C@H]1O,ZINC000263605186,0.861111,0.742897,4,0.050215
CC[Sn+2]CC.c1ccc([N-]c2ccccn2)nc1.c1ccc([N-]c2ccccn2)nc1,ZINC000195904911,0.739130,0.742897,4,0.050517
CC[Sn+2]CC.[O-][C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1[O-],ZINC000263605185,0.861111,0.742897,4,0.050215
CC[Sn+2]CC.CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@H]2[C@H]([O-])[C@@H]1[O-],ZINC000263600424,0.762712,0.742897,4,0.050327
CC[Sn+2]CC.N=c1ccn([C@@H]2O[C@@H](CO)[C@@H]([O-])[C@@H]2O)c([O-])n1,ZINC000263603898,0.818182,0.742897,4,0.051605
CC[Sn+2]CC.N=c1ccn([C@H]2O[C@@H](CO)[C@@H]([O-])[C@@H]2O)c([O-])n1,ZINC000263603896,0.818182,0.742897,4,0.051605
CC[Sn+2]CC.CS(=O)(=O)[O-].CS(=O)(=O)[O-],ZINC000195999784,0.800000,0.742897,4,0.050163
CC[Sn+2]CC.CC[Sn+](Cl)CC.CC[Sn+](Cl)CC.[O-2].[O-2],ZINC000196000381,0.840000,0.742897,4,0.050173
CC[Sn+2]CC.CC[Sn+2]CC.O=C([O-])c1c(F)cccc1F.O=C([O-])c1c(F)cccc1F.[O-2],ZINC000195998555,0.766667,0.742897,4,0.050171
CC[Sn+2]CC.CO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@@H]([O-])[C@@H]1[O-],ZINC000263600425,0.762712,0.742897,4,0.050327
CC[Sn+2]CC.CC[Sn+2]CC.COc1cc(C(=O)[O-])cc(OC)c1OC.COc1cc(C(=O)[O-])cc(OC)c1OC.[O-2],ZINC000195998495,0.630435,0.742897,4,0.050161
CC[Sn+2]CC.CC[Sn+](Cl)CC.[O-2].[OH-],ZINC000231984012,0.846154,0.742897,4,0.050183
CC[Sn+2]CC.[O-2],ZINC000195780502,0.842105,0.742897,4,0.050243
CC[Sn+2]CC.[O-][C@H]1[C@H]([O-])[C@H](O)O[C@H](CO)[C@H]1O,ZINC000263605188,0.861111,0.742897,4,0.050215
CS(=O)(=O)N(C(=O)c1c(O)cnc2ccc(Br)cc12)c1ccc(CN)cc1,ZINC001154538063,0.759494,0.742896,0,0.054335
C[C@@H](NC(=S)N[C@H]1CCOc2c1ccc(Cl)c2Cl)c1cccs1,ZINC000792690467,0.701493,0.742895,0,0.050800
C[C@@H](O)c1ncc(C=NNC(=S)Nc2cccnc2)s1,ZINC000773003595,0.483333,0.742894,3,0.050253
CC1(NC(=S)Nc2ccc(Oc3nncc4ccccc34)c(Cl)c2)CCC1,ZINC000840743941,0.693333,0.742894,4,0.063936
CCCCc1ccc(NC(=S)Nc2cnc3c(c2)COCC3)cc1,ZINC000776734393,0.491228,0.742894,2,0.052129
CCCCCNC(=S)NN=Cc1ccc2c(c1)nnn2C,ZINC000737428009,0.559322,0.742893,4,0.050374
O=C(/C=C\c1ccc(O)c(O)c1)OCc1cccc(Br)c1OC(F)F,ZINC000759587906,0.757576,0.742893,9,0.052423
O=C(/C=C/c1ccc(O)c(O)c1)OCc1cccc(Br)c1OC(F)F,ZINC000759587909,0.757576,0.742893,9,0.052423
C=C(C)CNC(=S)N[C@H]1CCc2c(Cl)cccc21,ZINC000063790857,0.706897,0.742893,1,0.051420
CCc1ccccc1NC(=S)Nc1cnc2cc(Br)ccc2c1,ZINC001201138803,0.649123,0.742891,3,0.061979
Cc1ccc2cccc(NC(=S)Nc3cccc(Cl)c3Cl)c2n1,ZINC001201015227,0.636364,0.742890,3,0.059717
COc1ccc(NC(=S)NNc2ccc(Br)nc2)cc1,ZINC000732726326,0.533333,0.742889,3,0.050978
S=C(NCCc1ccccc1)Nc1cc2cccccc-2c1,ZINC001245293589,0.450000,0.742885,2,0.050344
Fc1cc(F)cc(NC(=S)Nc2ccc(Cl)c3ncccc23)c1,ZINC001200668797,0.622642,0.742884,9,0.066689
Cc1nn(C)c2ccc(N(c3ccccc3)c3ccccc3N)cc12,ZINC001204865866,0.750000,0.742884,8,0.085338
Cn1ncc2c1CCCC2=NNC(=S)Nc1ccccc1C(F)(F)F,ZINC000915941574,0.726027,0.742883,3,0.079654
COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1O[C@H]1C[C@H]2CC(=O)C[C@H]1N2Cc1ccccc1,ZINC001230162720,0.739130,0.742883,12,0.050797
COc1ccc(NC(=S)NN=Cc2ccc(Br)cc2)cc1,ZINC000915925560,0.500000,0.742881,7,0.051628
CC(=O)c1ccc(NC(=S)Nc2cccc3cccc(Br)c23)cc1,ZINC001196568261,0.688889,0.742881,1,0.051390
C[C@@H]1CCCC[C@@H]1NC(=S)NN=Cc1cnc2cnc(Br)cn12,ZINC000746370565,0.630769,0.742880,3,0.054428
O=C(N[C@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12)c1c[nH]c2nccc(Cl)c12,ZINC001153110538,0.712500,0.742880,3,0.058160
CC(=NNC(=S)N[C@H](C)c1ccc(Cl)cc1Cl)c1cnnn1C,ZINC000814829741,0.672131,0.742878,8,0.058427
COCCOc1ccnc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)n1,ZINC001199194758,0.736111,0.742877,16,0.051264
NC(=S)N1N=C2/C(=C/c3ccc(Br)cc3)CCC[C@H]2[C@@H]1c1ccc(Br)cc1,ZINC000008453644,0.716981,0.742876,12,0.052721
Cc1ccc(NC(=S)Nc2ccc3cc(Br)cnc3c2)cc1,ZINC001197892949,0.596154,0.742875,1,0.063558
Clc1ccc(COc2ccc(/C=N/Nc3nc4ccccc4[nH]3)cc2)c(Cl)c1,ZINC000012967319,0.571429,0.742873,19,0.059633
O=C(N[C@H]1CCCOc2cc(Cl)ccc21)c1cnc2cc(O)ccc2c1,ZINC001632719440,0.733333,0.742873,4,0.137276
CC1=CCN(C(=S)Nc2ccc3ccccc3c2)CC1,ZINC000755383804,0.679245,0.742872,2,0.056090
COc1ccc(NC(=S)NN=Cc2nc3c(s2)C[C@@H](C)CC3)cc1,ZINC001117740657,0.590164,0.742870,10,0.050802
Cc1ccc(NC(=S)NNC(=S)N[C@H](C)Cc2ccccc2)cc1,ZINC000786058500,0.642857,0.742870,2,0.050161
FC(F)Oc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1,ZINC000003224201,0.568966,0.742869,8,0.050887
S=C(NCc1cc(Cl)nc(Cl)c1)NC(c1ccccc1)c1ccccc1,ZINC001244823543,0.671875,0.742867,4,0.051302
CCCCc1ccc(NC(=S)Nc2cnc(Cl)cc2Cl)cc1,ZINC001200381790,0.553571,0.742866,3,0.050341
Cc1ccc(NC(=S)NN=Cc2nccc3ccccc23)cc1C,ZINC000740761292,0.571429,0.742865,9,0.062800
COc1cc(/C=C(/C(=O)C(=O)O)c2ccc3ccccc3n2)c(Cl)cc1O,ZINC001776117084,0.716216,0.742863,5,0.054645
COc1cc(/C=C(\C(=O)C(=O)O)c2ccc3ccccc3n2)c(Cl)cc1O,ZINC001776117083,0.716216,0.742863,5,0.054645
S=C(Nc1ccc(Cl)cc1)Nc1ccc(Cc2ccccn2)cc1,ZINC001197335575,0.590909,0.742863,1,0.055832
O=C(NC[C@@H](O)CF)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,ZINC001152611403,0.706897,0.742862,9,0.053571
O=C(C/C(=C/c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1)OCc1nnsc1Cl,ZINC000022039782,0.712644,0.742862,16,0.050252
O=C(C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1)OCc1nnsc1Cl,ZINC000729235273,0.712644,0.742862,16,0.050252
C#Cc1cccc(NC(=S)NN=Cc2cnn(-c3ccccc3)c2)c1,ZINC000727261699,0.602941,0.742861,7,0.263349
O=C1c2cccc3cccc(c23)C(=O)N1Cc1ccc(Cl)cc1,ZINC000004419320,0.677419,0.742861,1,0.087745
CC(=NNC(=S)Nc1ccccc1C)c1cc2n(n1)CCC2,ZINC000841605472,0.677419,0.742861,2,0.050634
S=C(Nc1cc(Cl)cc(Cl)c1)Nc1cncc(Cl)c1Cl,ZINC001200992291,0.693878,0.742857,2,0.058003
S=C(NNc1ccc(Cl)nc1)Nc1ccc2c(c1)OCCCO2,ZINC000743061594,0.639344,0.742857,6,0.050527
CCCNC(=S)N[C@H](c1ccccc1)c1ccc(Br)cc1,ZINC000065222820,0.634615,0.742857,1,0.050205
CCn1c(C(C)=NNC(=S)Nc2ccc(OC)cc2)nc2ccccc21,ZINC000741458296,0.508475,0.742855,4,0.061278
S=C(Nc1ccc(Cl)c(Cl)c1Cl)Nc1ncccc1Br,ZINC001198082242,0.629630,0.742855,2,0.064518
F[B-]1(F)N2C(=CC3=[N+]1c1cccc4cccc3c14)C=Cc1ccccc12,ZINC000685944565,0.807018,0.742855,3,0.056371
C[C@@H](NC(=S)NNc1ncnc2ccsc12)c1ccccc1,ZINC000764521552,0.718310,0.742854,1,0.050553
CC(=O)Nc1ccc(NC(=S)N[C@H]2CCOc3c(Cl)cccc32)cc1,ZINC000138552599,0.671875,0.742853,0,0.051466
CSCCNC(=S)NN=CCCc1ccc(-c2nn[nH]n2)cc1,ZINC001591699421,0.724638,0.742852,2,0.080717
COC(=O)[C@H](C(=O)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O)c1csc(-n2nc(-c3ccccc3)cc2-c2ccccc2)n1,ZINC000150436825,0.720930,0.742852,3,0.065250
Cc1ccc(Br)c(NC(=S)Nc2cccc3ccccc23)c1,ZINC001200102538,0.612245,0.742850,2,0.058990
C/C=C/C(=O)n1nnc2ccccc21,ZINC000002566712,0.625000,0.742850,1,0.050527
CC(=NNC(=S)Nc1ccc(C)cc1)c1cc2n(n1)CCC2,ZINC000841603211,0.707692,0.742849,3,0.050290
C[C@H](NC(=S)NN=Cc1csc(-c2ccc(Cl)cc2)n1)C1CC1,ZINC000751529315,0.645161,0.742846,14,0.320725
Cc1ccc(NC(=S)Nc2ccnc3cc(Cl)ccc23)c(C)c1,ZINC001197967401,0.470588,0.742844,3,0.098410
C=CCNC(=S)c1c(-c2ccc(OC)cc2)c2c3n(c(-c4ccc(Cl)cc4)cn13)CCCC2,ZINC000012370980,0.724638,0.742843,0,0.061650
Cc1ccc(C(=O)NC(=S)NNc2ccccc2)cc1Cl,ZINC000014257568,0.566667,0.742843,1,0.053421
S=C(N/N=C/c1ccc2c(c1)OCO2)N/N=C/c1ccc2c(c1)OCO2,ZINC000001682580,0.348837,0.742842,2,0.050670
S=C(N/N=C\c1ccc2c(c1)OCO2)N/N=C\c1ccc2c(c1)OCO2,ZINC000033707592,0.348837,0.742842,2,0.050670
S=C(N/N=C\c1ccc2c(c1)OCO2)N/N=C/c1ccc2c(c1)OCO2,ZINC000033707594,0.348837,0.742842,2,0.050670
O=C1c2cccc3c(Br)ccc(c23)C(=O)N1Cc1ccccc1,ZINC000004381504,0.645833,0.742842,2,0.064702
FC[C@@H](NC(=S)Nc1cc(Cl)ccc1Cl)c1ccccc1,ZINC001201090788,0.660714,0.742841,2,0.054419
Cc1ccc(NC(=S)Nc2ccc3ccccc3c2)c(Br)c1,ZINC000244038399,0.588235,0.742841,2,0.050594
S=C(Nc1ncc(Br)cc1Cl)Nc1c(Cl)cccc1Cl,ZINC001245969566,0.701754,0.742841,2,0.057887
Cc1ccc2c(c1)S[C@H](C(=O)NNC(=S)Nc1cccc(Br)c1)C2,ZINC000009978905,0.491803,0.742840,2,0.053254
C/C(=N\NC(=S)Nc1ccccc1)c1ccccn1,ZINC000005389799,0.549020,0.742840,8,0.050338
C/C(=N/NC(=S)Nc1ccccc1)c1ccccn1,ZINC000017106504,0.549020,0.742840,8,0.050338
CSCCNC(=S)NN=Cc1cnc2ncccn12,ZINC000769599147,0.671875,0.742836,3,0.051220
S=C(NCCc1cccs1)NN=Cc1cn2ccccc2n1,ZINC000918711487,0.566667,0.742835,3,0.050645
C=CCCCNC(=S)N(C)CCC(c1ccccc1)c1ccccc1,ZINC001247738597,0.684211,0.742834,1,0.050172
O=C(/C=C/c1ccc(-c2cc(Cl)cc(Cl)c2)o1)NC(=S)NCc1ccc(-c2nc3ccccc3o2)cc1,ZINC000105312704,0.717647,0.742833,5,0.114528
C[C@@H](NC(=S)Nc1csc2cnccc12)c1ccccc1,ZINC001245473457,0.698413,0.742833,3,0.050271
COc1ccc(C(=O)C(=O)N[C@@H]2CCCc3nc(O)ccc32)cc1Cl,ZINC000274142475,0.746032,0.742832,0,0.051162
FC(F)(F)c1cnc(NNC(=S)Nc2cccc(Br)c2)c(Cl)c1,ZINC000016942067,0.583333,0.742832,12,0.055828
S=C(NCCc1ccc2c(c1)OCCO2)N[C@@H](c1cncc(Br)c1)C1CC1,ZINC000789375460,0.635135,0.742832,1,0.050554
S=C(Nc1cccc(Cl)c1)N[C@@H]1COc2ccc(Br)cc21,ZINC001201108091,0.641791,0.742831,0,0.062264
C/C(I)=C/C(=O)N[C@@]1(O)C=Cc2ccccc2[C@@H]1c1c(O)ccc2ccccc12,ZINC001145013452,0.686567,0.742831,0,0.050418
O=C(O)c1ccc(COc2ccc(C=C3C(=O)c4ccccc4C3=O)cc2Br)cc1,ZINC000009323367,0.614035,0.742827,2,0.050284
C[C@@H](NC(=S)NNC(=S)Nc1cccnc1)c1ccc(Cl)cc1Cl,ZINC000726437041,0.603448,0.742827,7,0.051283
NC(=O)CNC(=S)NN=C1C[C@@H](c2ccccc2)Oc2ccccc21,ZINC000731928395,0.718310,0.742826,1,0.051332
S=C(Nc1cccc(Oc2cnccn2)c1)Nc1ccc2ccccc2c1,ZINC000044132458,0.634921,0.742826,4,0.055603
Cc1cc(C)cc(NC(=S)Nc2cnc3ccc(Br)cc3c2)c1,ZINC001201199051,0.531915,0.742825,3,0.077933
CCCCCCCC[Si](CCCCCCCC)(CCCCCCCC)c1ccccc1,ZINC000169818790,0.652174,0.742824,22,0.050179
C#Cc1cccc(NC(=S)NN=Cc2ccc(F)cc2)c1,ZINC000727260259,0.590164,0.742824,2,0.052702
CNC(=S)N(C)N=Cc1ccc(OC(F)(F)F)cc1,ZINC000841647472,0.740741,0.742823,2,0.050849
S=C(NC[C@H]1COc2ccc(Br)cc2C1)Nc1ccc(Br)cc1,ZINC001196649383,0.698413,0.742822,0,0.050395
CSc1ccc2cc(COC(=O)c3cc(C(=O)O)no3)c(Cl)nc2c1,ZINC001599822041,0.718310,0.742822,0,0.074039
Cc1nc2c(s1)C(=NNC(=S)NCc1ccc3c(c1)OCO3)CCC2,ZINC000730946320,0.621212,0.742821,3,0.051414
FC(F)(F)c1ccccc1NC(=S)Nc1csc2ncccc12,ZINC001197230935,0.696429,0.742820,4,0.141968
CNC(=S)N(C)N=Cc1cnn(C)c1Cl,ZINC000841646665,0.765625,0.742819,4,0.054158
O=C(O)Cn1cc(/C=C2\COc3c(Cl)cc(Cl)cc3C2=O)nn1,ZINC000606443802,0.760563,0.742818,0,0.051053
O=C(O)Cn1cc(/C=C2/COc3c(Cl)cc(Cl)cc3C2=O)nn1,ZINC000134388046,0.760563,0.742818,0,0.051053
S=C(Nc1ccc(Nc2ncccn2)cc1)N[C@@H]1CCOc2ccccc21,ZINC000766523927,0.660714,0.742817,1,0.059829
S=C(NNc1ccc2ccccc2n1)N[C@@H]1CCc2ccccc2C1,ZINC000742975621,0.721311,0.742817,3,0.050228
C[C@@H](NC(=S)NNc1ccccc1Br)c1ccccc1,ZINC000044072126,0.709091,0.742816,2,0.050259
CC(C)(C)c1nn(Cc2ccccc2)cc1C=NNC(=S)NCC(F)(F)F,ZINC000763355945,0.594203,0.742815,13,0.068761
COc1cc(/C=C/c2cc(O)cc(O)c2)ccc1O[C@H]1CCc2c(Cl)ccnc21,ZINC001231279711,0.736842,0.742812,12,0.050936
S=C(Nc1cc(Cl)cc(Cl)c1)Nc1cccc2cnccc12,ZINC000015150222,0.642857,0.742812,2,0.161481
C=C(Cl)Cn1cnc2sccc2c1=O,ZINC000032830158,0.728571,0.742811,0,0.059261
O=C(NC(=S)Nc1cccc2c(O)cccc12)c1ccc2ccccc2c1,ZINC000017076281,0.619048,0.742810,5,0.178424
FC(F)(F)[C@H](NC(=S)NC[C@@H]1CCCCO1)c1cccc2ccccc12,ZINC000781110673,0.571429,0.742808,4,0.055579
COc1ccnc(C=NNC(=S)N[C@@H]2CCC[C@H](C)[C@H]2C)n1,ZINC000842520949,0.640625,0.742807,6,0.054910
CSc1ncc(Cl)c(CNC(=O)c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)n1,ZINC001152609783,0.740260,0.742807,10,0.055408
C=CCCNC(=S)NCC1(Cc2ccccn2)CCC(F)(F)CC1,ZINC001247694511,0.683333,0.742806,2,0.050322
Cc1ccn2cc(C(=O)N[C@H](C)c3cccc(O)c3)nc2c1,ZINC000338583977,0.707692,0.742806,6,0.073698
FC(F)Sc1ccc(NC(=S)Nc2ccc3ccccc3c2)cn1,ZINC000771109704,0.666667,0.742805,2,0.055093
C(=N/N=C(c1ccccc1)c1ccccc1)\c1nc2ccccc2[nH]1,ZINC000000522796,0.666667,0.742805,15,0.050482
COc1ccc(NC(=S)NN=C(CC(F)(F)F)c2ccc(Cl)cc2)cn1,ZINC000763364044,0.671642,0.742805,15,0.052833
C[C@]12CCN(C(=O)CCn3ccc4ccccc43)C[C@H]1C2(Cl)Cl,ZINC000803552490,0.714286,0.742805,0,0.057073
CCN(Cc1ccc(C(F)(F)F)cc1)C(=S)NC(=O)c1ccccc1,ZINC001195407517,0.611111,0.742805,1,0.052622
NC(=O)c1cccc(C(=O)NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,ZINC001148550440,0.672414,0.742804,10,0.051526
O=C(N[C@H](c1ccccc1)c1ccncc1)c1cccc2ncc(O)cc12,ZINC001155051917,0.584615,0.742803,4,0.063452
CN(NC(=S)Nc1ccc(Cl)c(Cl)c1)C(=S)NCc1ccccc1,ZINC000018139843,0.596491,0.742803,2,0.050655
O=C(/C=C/c1ccc(O)c(O)c1O)N1CCO[C@]2(CCN(C(=O)c3cc(Cl)cc(Cl)n3)C2)C1,ZINC001779805352,0.724138,0.742802,3,0.067101
O=C(NCc1ccccc1COCc1ccccc1)c1ncc2ccccc2c1O,ZINC001630091957,0.580645,0.742802,1,0.097678
CC(=O)c1ccc(NC(=S)Nc2cc(Br)c3ccccc3c2)cc1,ZINC001196563212,0.660377,0.742800,1,0.050807
S=C(NNC(=S)Nc1cc(Cl)cc(Cl)c1)Nc1cccc(Cl)c1,ZINC000015151105,0.489796,0.742800,4,0.051714
CC[C@H](NC(=O)c1c(C)c(O)nc2ccccc12)c1ccccn1,ZINC001299031679,0.676056,0.742799,9,0.088586
COc1ccc(CNC(=O)c2cc(-n3ncc(O)nc3=O)ccc2Cl)c2ccccc12,ZINC001198008604,0.694444,0.742798,0,0.337787
O=C(Cn1ncc(Cl)c(Cl)c1=O)c1csc2ccccc12,ZINC000194519196,0.676923,0.742796,0,0.050501
Cc1cc2c(NC(=S)Nc3ccccc3)cccc2nn1,ZINC001200838238,0.562500,0.742796,0,0.057920
CCN(Cc1cccc(Cl)c1)C(=S)NC12CC3CC(CC(C3)C1)C2,ZINC000750993954,0.720588,0.742795,5,0.056740
O=C(NC(=S)Nc1cccc2cncc(F)c12)c1ccc(Cl)cc1,ZINC001248196420,0.666667,0.742794,2,0.130687
CC(C)CC(Cc1cccc(Cl)c1)=NNC(=S)NCC(N)=O,ZINC000731930125,0.676056,0.742794,2,0.057744
S=C(NN=Cc1ccsc1Cl)Nc1ccccc1,ZINC000790144742,0.578947,0.742794,4,0.050228
O=C(NCc1ccc(-n2ccnn2)cc1)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,ZINC001152611413,0.688312,0.742793,5,0.057304
CC(C)NC(=S)NN=Cc1c(OC(F)F)ccc2ccccc12,ZINC001318441256,0.589286,0.742791,4,0.053021
C[C@@H](NC(=O)c1cc(O)nc2ccc(F)cc12)c1cccc(F)c1F,ZINC000346894487,0.725000,0.742789,8,0.205635
S=C(Nc1ccc(Cl)nc1I)Nc1c(Cl)cccc1Cl,ZINC001246012444,0.648148,0.742789,2,0.056454
O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1c(Cl)ccc(O)c1Cl,ZINC001142425579,0.656250,0.742789,0,0.056304
CCNC(=S)N/N=C/c1cc(I)c(OCc2cccc3ccccc23)c(OCC)c1,ZINC000409373019,0.666667,0.742787,6,0.050765
CC[C@@H](C)NC(=S)Nc1ccc(OC(F)F)c2cccnc12,ZINC000774224205,0.576271,0.742787,1,0.056786
COc1cc(C=NNC(=S)Nc2cccc(Cl)c2)ccc1C#N,ZINC000799470320,0.531250,0.742787,7,0.050484
C[C@H]1Cc2ccccc2C1=NNC(=S)NCC(F)(F)F,ZINC000751133095,0.709677,0.742786,3,0.050342
CC[C@H](NC(=S)NNC(=S)N[C@@H](C)c1ccc(Cl)cc1Cl)c1cccs1,ZINC000734379619,0.655172,0.742786,4,0.051322
C[C@H](C[C@H](O)c1ccccc1)NC(=O)c1c(O)cnc2ccc(Cl)cc12,ZINC001654416019,0.662162,0.742784,8,0.053043
FC(F)c1cccc(NC(=S)N[C@H]2CCOc3ccccc32)c1Cl,ZINC000757938586,0.703125,0.742782,3,0.092279
Cc1nsc2ncn(Cc3sc4ccccc4c3Cl)c(=O)c12,ZINC000253401076,0.750000,0.742781,3,0.054190
S=C(Nc1ccc2c(c1)CCC2)N[C@H](c1ccccc1)c1ccccn1,ZINC000053516242,0.671642,0.742778,0,0.053772
CC(=O)n1ncc2ccc(Cc3ccccc3)cc21,ZINC001249866225,0.698113,0.742776,0,0.050536
C=CCCNC(=S)N[C@H]1CC12CCC(F)(F)CC2,ZINC001247694481,0.814815,0.742774,2,0.050458
C[C@@H](NC(=O)NCC=C(Cl)Cl)c1ccc(-c2ccncc2)cc1,ZINC001673135143,0.634615,0.742774,1,0.072299
Cc1cccc(C(=O)Oc2ccc3ccccc3c2/C=N/NC(=S)Nc2ccccc2)c1,ZINC000002542598,0.579710,0.742773,4,0.052882
C[C@@H](NC(=S)Nc1cccc2ccccc12)c1ccc(F)cc1,ZINC001249605187,0.611111,0.742773,2,0.054491
O=C(NC(=S)N[C@H]1COc2ccc(Cl)cc21)c1ccccc1,ZINC001195440405,0.633333,0.742772,0,0.052719
O=C(CNC(=S)Nc1ccc2ccccc2c1)Nc1cccc(F)c1,ZINC000050250789,0.641791,0.742770,0,0.052817
O=C(N[C@H]1CCCc2cc(OC(F)F)ccc21)c1ccc2ccc(O)cc2c1O,ZINC001597854848,0.744444,0.742770,0,0.129807
COc1ccc2cc(C(=O)N[C@H](CO)Cc3ccc(O)cc3)c(C)nc2c1,ZINC000180927640,0.688312,0.742769,4,0.081928
I[Sn](I)(c1ccccc1)c1ccccc1,ZINC000169816123,0.812500,0.742768,5,0.050336
O=c1c2cccc(Cl)c2nnn1Cc1ccc(F)cc1Br,ZINC001614548944,0.710526,0.742766,6,0.238158
Cc1cc(Br)cnc1NC(=S)Nc1cccc2ccccc12,ZINC001200090697,0.648148,0.742766,3,0.090722
COc1cc2c(c(O[C@H](C)C3=CC=C[CH]3)c1)C(=O)/C(=C/c1ccc(O)cc1)CO2,ZINC001234180762,0.733333,0.742765,3,0.050485
O=C(Nc1ccccc1NC(=S)NC(c1ccccc1)c1ccccc1)c1cccnc1Cl,ZINC001244782735,0.606061,0.742765,7,0.083057
CC(=NNC(=S)NCCc1ccc(Cl)cc1)c1scnc1C,ZINC000915112147,0.639344,0.742765,7,0.050268
Cc1c([C@H](C)Oc2cc(O)ccc2C(=O)/C=C/c2ccc(O)c(O)c2)cnn1C,ZINC001229587619,0.734177,0.742762,11,0.051299
FC(F)(F)c1ccccc1NC(=S)Nc1csc2cnccc12,ZINC001197231993,0.724138,0.742762,5,0.054615
C[C@H](NC(=O)c1cc(O)c2cccc(O)c2n1)c1cnccn1,ZINC001152681303,0.691176,0.742761,6,0.058912
N=C(NC(=O)c1cccc2cc(O)cnc12)c1cccnc1Cl,ZINC001155109483,0.639344,0.742760,3,0.107169
S=C(NCc1nc2ccccc2s1)NC(c1ccccc1)c1ccccc1,ZINC001244810884,0.711864,0.742760,1,0.050254
CC(=NNC(=S)N(C)C)c1ccc2c(c1)CCC2,ZINC000731561261,0.655172,0.742759,3,0.050257
Cc1ccc2nc(C)c(C(=O)N[C@H](CO)c3cccc(Br)c3)cc2c1,ZINC000536474663,0.704225,0.742758,6,0.089083
c1ccc(-c2cc(-c3ccccc3)[s+]c(-c3ccccc3)c2)cc1,ZINC000003898261,0.756098,0.742758,8,0.050605
COc1ccc(NC(=S)Nc2ccc3ccccc3c2)c2ncccc12,ZINC000769761948,0.625000,0.742757,3,0.078151
F[C@H](C(F)(F)F)C(F)(F)Oc1ccc(C=NNC(=S)NCc2cccnc2)cc1,ZINC001317705063,0.619718,0.742756,7,0.055854
O=c1cccc(Br)n1Cc1cc(Br)cc2cccnc12,ZINC000809979230,0.741379,0.742756,1,0.126462
FC(F)(F)c1cccc(NC(=S)Nc2cnc3c(c2)CCCC3)c1,ZINC000782207693,0.535714,0.742755,2,0.055322
O=C1/C(=C\c2cn(Cc3cccnc3)nn2)Oc2cc(Br)c(F)cc21,ZINC000799500915,0.712329,0.742754,8,0.155196
O=C1/C(=C/c2cn(Cc3cccnc3)nn2)Oc2cc(Br)c(F)cc21,ZINC000799500916,0.712329,0.742754,8,0.155196
CC(C)N1c2ccc(/C=N/NC(N)=S)cc2[C@@H](C)CC1(C)C,ZINC000223542544,0.568966,0.742754,7,0.052530
CO[C@@H](C(C)=NNC(=S)NCC(F)(F)F)c1ccccc1,ZINC000782220240,0.648148,0.742754,4,0.050531
S=C(Nc1cnc(Br)c(I)c1)Nc1ccccc1Cl,ZINC001200853033,0.607843,0.742752,2,0.050863
CC[C@H](C)NC(=S)/C(=C(/O)c1ccc(OCc2ccccc2)cc1)[n+]1ccc2c(c1)CCCC2,ZINC000730440710,0.683544,0.742752,4,0.050322
C[C@]1(CNC(=S)Nc2ccc3c(c2)OCCO3)CC1(Cl)Cl,ZINC000840793199,0.644068,0.742751,0,0.051513
CCCCCCCCC(=O)N[C@@H](NC(=S)Nc1ccccc1)C(Cl)(Cl)Cl,ZINC000101022346,0.540984,0.742751,5,0.050193
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,ZINC001183036456,0.714286,0.742749,17,0.050522
Cc1cc(OC(F)F)ccc1N/C(S)=N/CCc1ccccc1,ZINC000000609067,0.671875,0.742748,3,0.050838
